text,topic
"Barwick installed as new FA boss

New Football Association chief executive Brian Barwick has been handed the task of restoring the organisation's credibility.

The FA has suffered with financial problems and the Faria Alam scandal. Sports minister Richard Caborn said: ""Brian's main task will be to restore the respect and authority. ""The FA has taken some knocks and it will be up to him to pick the organisation up again so it is respected by all parts of the game."" One of Barwick's first jobs could be to try to get to the bottom of a claim that Chelsea held an illegal meeting with Arsenal's England defender Ashley Cole on 27 January.

However, it could be that the FA decide to leave that matter to the Premier League, in which case Barwick would certainly have enough to get to grips with. Former chief executive Mark Palios and his communications director Colin Gibson left the FA in August 2004 after revelations both Palios and England coach Sven-Goran Eriksson had affairs with secretary Alam. Even the announcement of Barwick's appointment in November was not straightforward, with a vocal minority of the FA board left furious that the position was not left empty until an independent review had been completed.

Caborn added: ""The most important issue coming up is the independent review by Lord Burns, and Brian will need to act on the recommendations to ensure that a good system of governance is brought into the FA. ""We have 40,000 football clubs in this country, it is our national game, and it is important that the FA has the authority and leadership to deal with the game from the England team at the very top right down to the grass-roots."" Gordon Taylor, chief executive of the Professional Footballers' Association, called for Barwick to include all levels of the game more in the running of the FA. He said: ""It is important that the FA should be a lot more inclusive in their policy-making process. ""The executive board is made up of the Premier League, Football League and grass-roots game but there is no structure that gives proper places for supporters, players, managers or referees' representatives. ""In the past promises have been made by various to include all parts of the game but that wasn't the case and things blew up in their faces.""
",football
"Barwick calls for Highbury calm

New Football Association chief Brian Barwick pleaded with Arsenal and Manchester United to show calm ahead of their Highbury showdown.

""When these two great teams meet it should represent all that is good about our domestic game,"" said Barwick, who started at the FA on Monday. ""It shouldn't be the subject of recrimination and revenge for weeks and months following. ""That doesn't set the right example for the rest of the game."" Barwick also underlined his determination to clamp down on diving - or ""cheating"" as he unequivocally called it - in his bid to clean up the game.

He said: "" ""There are always issues in the game and there always will be. ""One that concerns me personally is technically termed 'simulation', but let's get real - this is diving. Cheating, in fact. ""We've all got to show more honesty here. Every week, referees are coming under intense scrutiny when making split-second judgement calls in this area. ""It's impossible to get them all right and everyone has got to take a greater level of responsibility."" Barwick is determined to get more respect for referees at all levels of the game. He said: ""I've always been impressed at the way in which the player-referee relationship in rugby union is based on mutual respect. ""I want to see this type of relationship at every level of football, from the Premier League to the Sunday League.""
",football
"Linesman defends disallowed goal

Linesman Rob Lewis has defended his role in Tottenham's disallowed goal against Manchester United.

Pedro Mendes' shot clearly crossed the line and Lewis has been criticised for his positioning in the incident. Lewis said: ""The Spurs player shot from distance and I was doing my primary job which was to stand in line with the last defender and watch for an offside. ""There was nothing I could have done differently apart from run faster than Linford Christie."" He added: ""When the ball landed I was still 25 yards from goal and it was impossible to judge if it had crossed the line."" Tottenham boss Martin Jol criticised the decision, which cost his side three points. ""The referee is already wearing an earpiece so why can't we just stop the game and get the decision right,"" said Jol after the 0-0 draw. ""But at the end of the day it's so obvious that Pedro's shot was over the line it's incredible. ""We feel robbed but it's difficult for the linesman and referee to see it."" Mendes shot from 50 yards and United goalkeeper Roy Carroll spilled the ball into his own net before hooking it clear. Jol added: ""We are not talking about the ball being a couple of centimetres or an inch or two over the line, it was a metre inside the goal. ""What really annoys me is that we are here in 2005, watching something on a TV monitor within two seconds of the incident occurring and the referee isn't told about it. ""We didn't play particularly well but I am pleased - even now - with a point, although we should have had three."" Mendes could not believe the 'goal' was not given after seeing a replay.

He said: ""My reaction on the pitch was to celebrate. ""It was a very nice goal, it was clearly over the line - I've never seen one so over the line and not given in my career. ""It's really, really over. What can you do but laugh about it? It's a nice goal and one to keep in my memory even though it didn't count. ""It's not every game you score from the halfway line."" Manchester United manager Sir Alex Ferguson sympathised with Tottenham and said the incident highlighted the need for video technology. ""I think it hammers home what a lot of people have been asking for and that's that technology should play a part in the game,"" Ferguson told MUTV. ""What I was against originally was the time factor in video replays. ""But I read an article the other day which suggested that if a referee can't make up his mind after 30 seconds of watching a video replay then the game should carry on. ""Thirty seconds is about the same amount of time it takes to organise a free-kick or take a corner or a goal-kick. So you wouldn't be wasting a lot of time.

""I think you could start off by using it for goal-line decisions. I think that would be an opening into a new area of football."" Arsenal boss Arsene Wenger also used the incident to highlight the need for video technology. ""When the whole world apart from the referee has seen there should be a goal at Old Trafford, that just reinforces what I feel - there should be video evidence,"" said Wenger. ""It's a great example of where the referee could have asked to see a replay and would have seen in five seconds that it was a goal.""
",football
"Bookies pay out on Spurs 'goal'

A bookmaker will pay out to punters who bet on Pedro Mendes to score the first goal in Tottenham's controversial game against Manchester United.

The match at Old Trafford finished goalless after Mendes' long-range shot was fumbled by home keeper Roy Carroll. TV replays showed the ball went over the line, but the incident was missed by the referee and his assistant. William Hill is to honour bets on 20-1 chance Mendes to score first, although rival firm Ladbrokes will not. Hills spokesman Graham Sharpe admitted only a handful of customers had backed Mendes to score first. Bets struck at 11-2 on Mendes to score at anytime during the match will also be settled. ""We have decided to pay out to - the admittedly few - customers who would have definitely been on a winner had the goal been given as it quite obviously should have been,"" said Sharpe. Meanwhile, Paddy Power bookmakers will refund all losing bets on Spurs to win the match.

The Irish firm is now offering odds of just 7-2 that a video referee is used in the 2005 FA Cup final. But not everyone will be celebrating, with Britain's biggest bookmaker Ladbrokes refusing to bend the rules. ""As much as we sympathise with punters who backed Spurs, the referee's decision is final,"" said spokesman Balthazar Fabricius. ""Besides which, if we were to pay out on bad refereeing decisions, we'd be paying out every week. We want better refereeing as much as punters do."" And the William Hill concession does not apply to correct score or outright bet results. ""No-one can say for sure what the final score would have been had the Mendes goal been allowed - after all, in the past United have scored twice in the final minute of a match,"" said Sharpe.
",football
"Gunners clock up winning record

Arsenal claimed the Premiership title and re-wrote the record books in the process by going the entire 38-game season unbeaten.

It was the first time a team had gone through a top-flight season undefeated since Preston in the 1888-89 season. Arsenal romped home by a convincing 11-point margin from Chelsea. The closest they came to defeat was in the so-called ""Battle of Old Trafford"" when Ruud van Nistelrooy missed a last-minute penalty in a goalless draw.

It was a game that cast a shadow over the season, with Van Nistelrooy surrounded by angry Arsenal players. Arsenal's Lauren was banned for four games, Martin Keown three matches and Ray Parlour one after the incident. Manchester United pair Ryan Giggs and Cristiano Ronaldo were also fined for their part in the fracas. Arsenal's title triumph made up for more disappointment on the European stage, where they lost to Chelsea in the Champions League quarter-finals. Arsene Wenger's side looked on course to finally end their Champions League drought, particularly after winning 5-1 away to Inter Milan.

But in a twist on their domestic domination, Chelsea won 2-1 at Highbury to clinch a 3-2 aggregate victory. Manchester United fared even worse, going out to Porto when Francisco Costina scored a last-minute Old Trafford equaliser. United finished third in the league, but had an FA Cup win for consolation. Porto's success introduced manager Jose Mourinho to a wider audience, and particularly Chelsea. Chelsea manager Claudio Ranieri lived under a cloud of speculation all season, particulary claims he would be replaced by Sven-Goran Eriksson. It intensified when Eriksson was caught holding talks with Chelsea chief executive Peter Kenyon. An embarrassed England coach was then awarded a new four-year contract by the Football Association. Ranieri sealed his fate with a series of bizarre substitutions as Chelsea lost 3-1 in the first leg of the Champions League semi-final in Monaco.

And when he inevitably lost his job, it was Mourinho, who went on to win the Champions League with Porto, who stepped in to take over. Mourinho's reign began well, with Chelsea topping the Premiership at Christmas and joining Arsenal, Manchester United and Liverpool in the next phase of the Champions League. Another manager to lose his job was Liverpool's Gerard Houllier, whose reign ended after six years. Houllier paid the price for finishing fourth and without a trophy last term. He was replaced by Valencia's Rafael Benitez, whose impressive credentials included winning Spain's La Liga and the Uefa Cup last season. Valencia beat Marseille 2-0 to cement Benitez's growing reputation. Manchester United enjoyed their moment of glory by beating Millwall 3-0 in the FA Cup final in Cardiff. Ruud van Nistelrooy struck twice and Cristiano Ronaldo was also on target at Dennis Wise's side were outclassed by their Premiership opponents. Wolves lost their Premiership status, along with Leicester City and Leeds United, who completed a stunning decline from grace. Leeds had reached the Champions League semi-final three years before they went down after defeat at Bolton. The three were replaced by Norwich, West Brom and Crystal Palace, who beat West Ham in the play-off in Cardiff. The summer saw big-spending in the transfer market, with Wayne Rooney the central figure in the drama. Teenager Rooney returned to Everton after Euro 2004 with superstar status assured after stunning performances. And when he refused to sign a new five-year contract, Newcastle United opened the bidding at £20m. A transfer request followed and Manchester United completed a £27m deal just hours before the transfer window closed at the end of August. Rooney confirmed his worth with a hat-trick on his debut in the Champions League against Fenerbahce.

Chelsea, inevitably, were among the big-spenders again, splashing out £24m on Marseille's Didier Drogba and £20m on Porto defender Ricardo Carvalho. Last and by no means least, the other major piece of domestic silverware went to Middlesbrough, who ended 128 barren years by winning the Carling Cup. They beat Bolton 2-1 in the final with goals from Joseph-Desire Job and a penalty from Boudewijn Zenden. The pressures of the top-flight were cruelly illustrated at Southampton. Paul Sturrock was sacked only two games into the new season, one of which was a win against Blackburn, and only 13 games in total at St Mary's. Another manager to pay the price early-season was West Brom's Gary Megson, who was sacked after revealing he would not renew his contract. He guided West Brom back into the Premiership, but his relationship with chairman Jeremy Peace was fragile. Bryan Robson succeeded him as he returned to his old club. In Scotland, Henrik Larsson bid an emotional and successful farewell to Celtic after seven glorious seasons. Celtic won the league and also the Scottish Cup, beating Dunfermline 3-1 in the final, with the Swede scoring twice to take his season's tally to 41. And it took his overall Celtic goals record to 242 goals in 315 appearances before joining Barcelona. Underdogs Livingston claimed the CIS Insurance Cup with a 2-0 win against Hibs, a victory for the romantics.
",football
"Fifa agrees goal-line technology

Fifa is expected to use a football containing a microchip as part of new goal-line technology in September's Under-17 World championships in Peru.

The game's governing body has agreed to the experiment in a bid to end controversies over goal-line decisions. It follows a presentation by sports manufacturer Adidas to the International FA board in Cardiff. The company tested the device in a game between Nuremberg and their reserve team ahead of the board's meeting. A football has a microchip inside, so when it crosses the goal-line the referee is alerted directly by a bleeper-type system rather than any video replays being used. The fact that there is no delay to the game has impressed the Ifab, which is made up of four Fifa representatives plus a member of each of the four home associations. The English Football Association had offered to experiment with the ball as well but both the Premier League and Football League use balls made by rival manufacturers. Adidas is developing the new ball with the German-based Fraunhofer-Gesellschaft research centre, but believes that such rigorous experimentation is needed that it is unlikely to be ready for next year's World Cup final in Germany. Calls for new technology resurfaced after Spurs were denied a clear goal at Manchester United when goalkeeper Roy Carroll dropped the ball behind the line, but the incident was missed by the officials.
",football
"Owen may have to return home

Michael Owen has delivered the first hint that he may consider his future away from Real Madrid if he fails to get regular first-team football - and no-one can blame him.

Owen displayed his world-class ability once again with another goal after coming on as a substitute in Real's win at Osasuna on Sunday. And therein lies his problem. Michael may have made a rod for his own back with his fantastic performances coming on as substitute. His many coaches at Real Madrid may have decided this is his best role. If that is the case, that is no good to him and he will be coming home sooner rather than later. Michael must hope his performances earn him a regular starting opportunity - and you can rest assured he will take that chance when it comes. I said when he was on the bench earlier this season that Michael's pride would ensure he stuck it out. He would not want to be branded a failure. But he is still on the bench and we are into February - and he could leave now and no-one could call him a flop after the terrific performances he has turned in. If and when he decides to leave, I don't think he will go elsewhere in Europe. I think he will come back to the Premiership. And there would be no shortage of takers. In an ideal world I would obviously love to see him return to Liverpool but you can rest assured that Arsenal and Chelsea would consider what Michael Owen could offer them as well. Owen is a great goalscorer but he is also a very good footballer as well. But one thing that is vital to Michael's game is sharpness - and he will know himself that you miss a vital ingredient when you are not starting games. Also Michael is a fine professional who did not sign for Real Madrid to sit on the sidelines - no matter how many Galacticos are around him. I would expect some serious interest should he fail to win a regular place.

- Chelsea have given the lie to claims that they are enjoying good fortune in their quest for the title - but they will do well just to have a look in their rear-view mirror at Manchester United.

Sir Alex Ferguson played the mind games by suggesting Chelsea would struggle in the north - but they've answered that one. They beat Blackburn, who didn't half put a foot in against them, and then came through a real tough one at Everton, albeit aided by James Beattie's sending off. Chelsea have done brilliantly and you do not keep clean sheets like they do by luck alone. But all Manchester United can do is keep up the pressure - and boy are they doing that. No team has ever been better at chasing down the leaders than Manchester United. Ferguson's team will stay totally committed to the cause. It is still very much Chelsea's to lose and they have shown they can battle as well as play exhilarating football, so the odds must be on them. But the old Liverpool saying was that you have never won the title until the medal is in your hand - and United will still have their sights set on snatching them away from Chelsea. The big talking point of the weekend was Beattie's sending off for Everton against Chelsea. I've got to confess, I've never seen anything like that. I can't defend the lad or condone it but you can almost see how it has happened. He has come out fired up but it's all gone wrong. It was right in front of the referee and it's the most straightforward red you'll ever see. It gave Chelsea a crucial advantage - and it was one they took advantage of in a very professional manner.
",football
"Moyes U-turn on Beattie dismissal

Everton manager David Moyes will discipline striker James Beattie after all for his headbutt on Chelsea defender William Gallas.

The Scot initially defended Beattie, whose dismissal put Everton on the back foot in a game they ultimately lost 1-0, saying Gallas overreacted. But he has had a rethink after looking over the video evidence again. He said: ""I believe that I should set the record straight by conceding that the dismissal was right and correct."" Moyes added: ""My comments on Saturday came immediately after the final whistle and at a point when I had only had the opportunity to see one, very quick re-run of the incident.""

The club website also reported that Beattie, who seemed unrepentant after Saturday's match, insisting Gallas ""would have stayed down a lot longer"" if he had headbutted him, has now apologised. Moyes continued: ""Although the incident was totally out of character - James has never even been suspended before in his career - his actions were unacceptable and had a detrimental effect on his team-mates. ""James did issue a formal apology to myself, his team-mates and to the Everton supporters immediately after the game and that was the right thing to have done. He will now be subjected to the normal club discipline. ""He is a competitive player but a fair player and I know how upset he is by what has happened. However, I must say that I do still believe the Chelsea player in question did go down too easily."" Speaking immediately after the game, Moyes said: ""I don't think it was a sending-off, I have been a centre-half in my time and I would have been ashamed to have gone down as easily as that.

""Not in a million years would John Terry have gone down in the same way. I have never heard of anybody butting somebody from behind while you are running after them. ""What has happened to big, strong centre-halves? I thought it was a push initially and I still don't think it was a sending-off."" An angry Beattie initially said: ""He (Gallas) would have stayed down a lot longer if I had headbutted him. ""I can tell you it wasn't an intentional headbutt. We were chasing a ball into the corner and William Gallas was looking over his shoulder and blocking me off. ""He was stopping as we were running and I said to myself 'if you're going to stay in my way I'll go straight over you'. Our heads barely touched and it wasn't an intentional headbutt.""
",football
"Owen dismisses fresh Real rumours

England striker Michael Owen helped inspire Real Madrid to a 2-1 win at Osasuna in La Liga on Sunday before insisting he is happy at the club.

The ex-Liverpool player started on the bench, an on-going situation that has led to rumours of a Premiership return. Owen has admitted he is frustrated at his lack of first-team chances but is determined to succeed in Spain. ""I'm always going to say I want to play more minutes but that doesn't mean I'm unhappy being a substitute,"" he said. ""It wasn't a great goal, but neither was the game, grounds like this are always difficult,"" Owen added. ""I'm happy with my goal because it was a vital goal for the win and even more so after what Barcelona did (beating Real Zaragoza 4-1 on Saturday).

""This could be a decisive result at the end of the season. ""Even when we were losing, I was confident we could win and now we all have very positive feelings."" Roberto Carlos' free-kick was parried and when Raul's shot was kept out Owen was in the right place to head home. Ivan Helguera scored the winner for Real, who have won seven games in a row under new coach Vanderlei Luxemburgo. The victory kept them within four points of leaders Barcelona. Owen had earlier hinted in the News of the World newspaper that he may leave Real Madrid to safeguard his international career. He has failed to command a regular place in the Real team and said he is concerned that his increasing amount of time on the bench may affect his England place.

""Sometimes I feel I am happy then the next week I might be on the bench and I am a bit low in myself again,"" he told The News of The World. ""It is frustrating and isn't the best way to prepare for the next World Cup."" Owen has had to prove himself to three managers in his short time at Real. Jose Antonio Camacho was replaced by Mariano Garcia Remon, who has now made way for Luxemburgo. ""The first manager came along and I never started that much. But the more he was here the more I played,"" the striker said. ""Then the second manager came and he went back to the normal 11 that everyone associated with. ""But I had eight or nine games on the spin and scored seven goals on the bounce. I was doing all right and then he left and now I am back to where I was again. ""It has not been ideal but it looks as if this manager is here to stay so I will keep plugging away.""

Owen has discussed his concerns with England coach Sven-Goran Eriksson and admitted: ""This last month hasn't been perfect. I am not missing out on goalscoring but I am missing out on minutes on the pitch."" Luxemburgo told the Sunday Times that he sympathised with Owen. ""He is bound to get angry and feel sad but I can say Owen will play more,"" he commented. ""Raul and Ronaldo are not always going to start every game. ""I like Owen a lot in training, he is always willing, ready to listen to things. He is a bit introverted but he has got character."" Meanwhile, Luxemburgo has booked himself a place in the Real history books after the victory over Osasuna. He is the first coach to have won his first seven league games in charge of the club.
",football
"A need to limit foreign numbers

With all the top clubs vying for the title and the Champions League, at least the FA Cup gave an opportunity for one or two of the younger lads at the major clubs to get a game in the first team.

I don't personally like to see weakened sides in the competition, but it seems in some cases it's the only chance for the young lads to get some first-team experience. Over the years the influx of foreign players has affected the young Englishman more than anyone. I know you have to have freedom of movement but I do believe a time will come when countries will have to put a limit on the number of overseas players - including Europeans.

I think the trend has become more noticeable since the influx of foreign bosses like Arsene Wenger, Claudio Ranieri and now Jose Mourinho. They seem to know the foreign market more than the English, although Chelsea appear to be signing one or two young Englishmen. When the foreigners first started coming into the country, I thought people like Dennis Bergkamp and Gianfranco Zola were absolutely magnificent. Zola is still the best player I have ever seen in my time as a manager. I don't think anybody would ever begrudge players like that because you would pay money to watch these individuals. But I think the problem now is that clubs, even at the lower level, find English players expensive. Agents are offering players left, right and centre who are not only cheap but can also come over on trial, which was unheard of in the past. Bolton are a good example. I never thought they could be successful, but Sam Allardyce has waved his magic wand and brought these players over. The technology that Sam uses has definitely paid off. He has all these databases on every foreign player.

He is a unique person - I never thought you could have 10 different nations in a dressing room and still have a good team spirit! But Sam has proved that wrong over the last few years and will continue to do it. What Bolton have said is they can't pay large transfer fees but they can get these players in for 6-12 months and compete at a high level that way. My view about foreign players changed about three years ago when I had quite a large number of them at Bramall Lane.

The match we played with West Brom which was abandoned after we went down to six players changed my views on having a large amount of foreign players. I decided then to go with the kids and if I could sign English lads I would. I got two sent off in that game and one or two other things happened with players. I also found that with a couple of players that didn't talk English it is very difficult coaching-wise to get them to grasp the fundamentals. If possible I will look for players I sign to speak English, although we are in the process of signing Hao Haidong from China.

He has very limited English but is a very experienced player who I don't think you have to tell too many times what you want him to do. There was a time when Scottish football was a good source for players but if you speak to people that look at players up there now it is clear the standard has dropped over the years. You only have to look at the Scotland squad - the talent is not there any longer because they don't invest in their youth development. It is common knowledge we enquired about Liverpool's Neil Mellor, who could now find himself pushed down the pecking order by the arrival of Fernando Morientes from Real Madrid. I think people like Neil are better off getting some games under their belt, but it's difficult because Liverpool are such a great club and he has had opportunities there. He has scored goals there so they rate him highly and it must be difficult for young players to turn their back on that and drop down to the Championship level.
",football
"No lack of Christmas spirit

It's that time of year when footballers and managers brace themselves for what I think is the most important period of the entire season.

I was thinking to myself last week that the last time I had a Christmas off was 39 years ago. I have never been out of work at Christmas as a player or manager since I was 17 when our youth team coach at Chesterfield, a chap called Reg Wright, gave us Christmans off. But only because there were no games. I think things have changed dramatically over the years in terms of discipline and looking after themselves. Players take a lot more responsibility these days, in particular the older ones - I'm talking about those 32 and over, here. They've changed their whole outlook in order to continue playing at this level. Managers as well need to trust players more than we have in the past. In my squad I haven't got anyone I have to warn regarding excess and over-eating, which is a massive bonus.

Over the years, there have been some players in the squad who you would never know if they were going to turn up for training smelling of booze. As per usual, we will be training on Christmas Day, prior to our Boxing Day trip to Coventry. But there are times when you can do too much over Christmas, having the players in for training and then leaving for the game. I'll try and strike a balance and after we've trained in the morning, the players can go home for a few hours and we'll leave for Coventry about 7pm. I allow the players to have a pre-Christmas night out. They came to me in November and asked if they could have a night out in Leeds and I said 'no'. I also said 'no' to Manchester, Sheffield and Nottingham and eventually let them go to Dublin after we played at Millwall. I send a minder with them to look after them, not because I don't trust them.

The problem is that nowadays, footballers are big news and you never know when somebody is going to step out with a mobile phone and take pictures of them. You have to trust your players to behave themselves, but unfortunately you can't govern for other people's behaviour. There is always an idiot out there who wants to get himself a bit notoriety or his name in the local paper by picking a fight and taking a pop at a professional footballer. I also know that last year one newspaper asked certain young ladies to find out when and where players were holding their Christmas parties in the hope of getting embarrassing photos. I tried to behave myself as a player and I remember when I was at Scunthorpe, going to bed at 10pm on New Year's Eve as we had a game on New Year's Day.

I missed all the festivities and seeing the new year in, only to wake up the next morning to find there was two feet of snow on the ground! We all love Christmas, though and I like to take my children William and Amy to see the lights and take them to Santa's grotto. But when you're in football you accept that Christmas is not the same for you as for others. In fact, until somebody mentioned it to me the other day, I never realised that it's become the norm for me and others in football not to have a Christmas holiday. One of the nice things when I do retire will be not having to worry about the phone ringing over Christmas. You're always on tenterhooks on Christmas Day that somebody is injured or has had an accident playing with their kids. But I would like to take this opportunity to wish everybody a Happy Christmas and a prosperous new year.
",football
"FA ready to test out goal bleeper

The Football Association may volunteer to test a new goal-line bleeper when the game's bosses meet this weekend.

The technology will be presented at the annual meeting of the International FA Board (IFAB), made up of Fifa and the four home nation associations. The bleeper-type system alerts the referee when the ball, containing a micro-chip, crosses the goal-line. There have been calls for the technology after Tottenham had a goal controversially disallowed last month. Spurs were denied a winner against Manchester United, despite Pedro Mendes' effort crossing the line. Mendes' speculative strike from the halfway line comfortably crossed the goal-line after an error from United keeper Roy Carroll.

But with the referee and assistant referee unable to get a proper view of the incident, the 'goal' was not given. This latest breakthrough in electronic aids could help referees avoid situations like this in future. If it impresses the IFAB, then the Football League are likely to experiment with the new technology. FA executive director David Davies said: ""We will be very interested to see this presentation - it's true we have been more interested in the use of technology than other members of the board. ""But this is not video technology, the referee will have a direct link with this form of technology rather than having to rely on a fourth official or video back-up. ""Whether this form of technology will find wider support than previous efforts remains to be seen but if there was enthusiasm I'm sure we would seriously discuss with our leagues whether they would be interested in this sort of innovation."" The Football League have already made one offer to Fifa to test out goal-line technology and spokesman John Nagle confirmed: ""That offer is still on the table."" The presentation to the IFAB by adidas will need to persuade Fifa president Sepp Blatter, especially as he has always resisted bringing technology into the game.
",football
"The gloves are off

When Arsenal play Manchester United on Tuesday, a fixture that is usually a title-decider has this time been relegated to undercard status.

Both teams will be playing for pride and hoping for a win to seize on any possible hiccup by Premiership leaders Chelsea. Arsenal and United have been left in the slipstream of the Stamford Bridge outfit and the reason, according to many experts, is goalkeeping woes. While Chelsea keeper Petr Cech, who the Gunners missed out on signing, has conceded only eight league goals so far this season, his rivals have had their quality questioned after high-profile mistakes and misdemeanours.

Arsenal have let in 24 goals as Jens Lehmann has been dropped in favour of Manuel Almunia, who has failed to convince the doubters, despite holding Highbury's number one jersey. Roy Carroll has wrestled the first-team keeper spot at United from Tim Howard, whose errors cost him his place, but he still has doubts hanging over his credentials. ""It's like a heartbreak for goalkeepers like me and Peter Shilton,"" ex-Gunners keeper Bob Wilson told BBC Radio Five Live's Sportsweek programme in assessment of the general level of goalkeeping at present. Shilton is England's most-capped player and he believes the lack of top-class keepers is a reason for the predicament at Arsenal and United.

""They are adequate,"" he said. ""You look around and there are not too many other goalkeepers who you would think were better."" Arsenal manager Arsene Wenger and his Old Trafford counterpart Sir Alex Ferguson have tried in vain to find new players of a similar quality to replace David Seaman and Peter Schmeichel. Seaman was at Arsenal for 13 years, while Schmeichel was at Old Trafford for eight years and was hailed as the ""bargain of the century"" by Ferguson after he signed him for £600,000. Wilson and Shilton have cited the lack of technique of the current generation but both agree they would have Lehmann in goal ahead of Almunia at Arsenal. Wilson explained: ""I would defend Jens Lehman last season because he was top of every stat going.

""He had an absolutely phenomenal season but, unfortunately, a couple of big errors came in the Champions League against Chelsea and Arsene is a hard taskmaster and so he suddenly started to change and take a real chance on the Spaniard. ""Lehmann has excellent basic technique and young Almunia is still learning the game. ""I believe at the moment Lehmann has an advantage over Almunia but the man who is paid to make those decisions, and that's Arsene, will continue to play Almunia."" Shilton echoed: ""Lehmann did well. Arsenal were unbeaten for so many games and he was very consistent but the minute he made one or two mistakes and people got on to his back he seemed to lose a bit of confidence.

""Arsenal and United could have better goalkeepers but those they have got are not doing too badly. ""They are making the odd one or two serious errors and the spotlight is going to be on them but they have to put it to the back of their minds and roll their sleeves up."" Former Arsenal manager George Graham brought Seaman to Highbury and he has his own theory. He said: ""I would disagree with Bob and Peter about technique. I think decision-making from the majority of goalkeepers I've seen this season is the problem.""
",football
"Underdogs have more fun

I've always had a soft spot for the FA Cup, it's a fabulous competition - the best in the world - and there's nothing quite like it.

We play Aston Villa in the third round on Saturday, and on paper it should be a straightforward win for them - but it's horrible being in the favourites' dressing room.

It's a terrible feeling as a manager when you are expected to win. You're wondering whether your players will be up for it and doubts go through your mind. You try to instil in your players that they have to be professional and prepared for the battle ahead. They have to be ready for the crowd, a bad pitch sometimes, and what the underdogs will throw at them. But even if you do that, you still wonder if they will grasp it. The underdogs, on the other hand, have nothing to lose and can go out and enjoy it. Lower division players are not used to the publicity that surrounds the Cup and it's great for a manager because it's something different to talk about.

You're not talking about struggles in the league, no-one is thinking about whether your form is good or bad, and the town is buzzing. As a boy, I remember being in short trousers and rushing down the road because people were coming up to the top of the hill and saying Norwich City were in town to face the Blades. Their fans were in big double-decker buses and waving down to us while we were sat there like the Railway Children. I also remember crying my eyes out when Burnley beat us. Every supporter really believes their club could get to the later stages. As a player, Scunthorpe did well at Newcastle once. Everyone said we were going to get slaughtered because they had Malcolm Macdonald. We took the lead and looked like we were going to hang on for a 1-0 win but Terry McDermott equalised in the last few minutes. There was an electricity strike and we had to play the replay in the afternoon - we lost 3-0. I still feel aggrieved at the manner of the defeat to Arsenal in the semi-finals a couple of seasons ago. The referee's decision went against us.

It should be a cracking game against Villa. We're playing a super club, there should be a big crowd and it's live on BBC One, so we'll have national coverage. I'll just say to the lads ""enjoy yourselves"" because you play better when there is no pressure. I just hope the lads are ready and won't be overawed - we're not used to big crowds. As for potential winners, you can't look beyond the top three or four clubs, and I can't see too many upsets. There's always an opportunity but it's more likely to happen in the first game when there is an element of surprise. Since I've come to the twilight of my career, I always try to do as well as I can. Over the last couple of years we've got to the semis and quarters - at 200/1 we're a good price each way!
",football
"Bitter Santini hits out at Spurs

Former Tottenham coach Jacques Santini said he quit partly because he felt agreements with the club were broken.

Santini, 52, left in November after just 13 games in charge amid tensions with sporting director Frank Arnesen. ""They promised me a big apartment on the beach and I found myself 200m from the sea with a view of my neighbours,"" he told France's Journal di Dimanche. But the ex-France coach admitted he ""dug his own grave"" by agreeing to join the club before the end of Euro 2004. ""My only regret is having signed too early (for Tottenham). I should have waited until after Euro 2004 even if that means I might have missed my chance,"" he said. Santini also said he was not given enough information about Spurs' transfer policy. ""I learned on the day of our team photo that our captain (Stephen Carr) was leaving the club,"" he said.
",football
"Uefa threat over foreign quotas

Uefa has warned clubs planning to ignore its proposal for quotas of homegrown players in squads.

From 2006-07 teams must submit a 25-man 'A' squad with at least two players from the club academy and two others from the same national association. Clubs may be punished with reduced squads if they refuse to comply, although Uefa has ruled out legal action against offending clubs. Arsenal had 16 overseas players for Monday's game with Crystal Palace. After the plan is introduced for the 2006-07 season the figures will rise by one for each of the next two seasons. So by 2008-09 the squad will have to contain four academy players and four others from the team's country. ""The sanction is fairly simple - if you don't have the four and four for 2008-09, your squad will be cut by the number of players that do not meet the criteria,"" said Uefa spokesman William Gaillard. At present the ruling is only going to apply to Uefa competitions, but in April a Uefa Congress in Estonia will vote on whether to implement the measures in domestic competitions as well. But the Premier League say it is ""extremely unlikely"" it would be implemented in England. Arsenal chairman Peter Hill-Wood has made shrugged off criticism of Wenger's team selection, and told the Evening Standard he was happy with how things were at the club. ""For me, the nationality of any player who plays for the club is not an issue,"" he said. ""If you have good enough players then it does not matter from which country they come. ""These days, the world is smaller. We have young players from all over the world in our youth set-up. ""The world of football is changing, and there are some people who don't like things to change.
",football
